node_id,local_rank,rank,iteration,time_usec
0,2,2,92,186072
0,3,3,92,182070
0,0,0,93,1059501
0,1,1,93,185594
0,2,2,93,194583
0,3,3,93,185581
0,0,0,94,1064277
0,1,1,94,189861
0,2,2,94,190849
0,3,3,94,192849
0,0,0,95,148805
0,1,1,95,182403
0,2,2,95,181390
0,3,3,95,182391
0,0,0,96,154600
0,1,1,96,193264
0,2,2,96,190253
0,3,3,96,193255
0,0,0,97,118612
0,1,1,97,189919
0,2,2,97,193908
0,3,3,97,189910
0,0,0,98,28302
0,1,1,98,192040
0,2,2,98,182051
0,3,3,98,192042
0,0,0,99,129466
0,1,1,99,192851
0,2,2,99,181857
0,3,3,99,192854
