node_id,local_rank,rank,iteration,time_usec
0,0,0,29,115027
0,1,1,29,183940
0,2,2,29,193949
0,3,3,29,187937
0,0,0,30,122576
0,1,1,30,181437
0,2,2,30,181444
0,3,3,30,181438
0,0,0,31,31264
0,1,1,31,198939
0,2,2,31,198952
0,3,3,31,198940
0,0,0,32,82996
0,1,1,32,184135
0,2,2,32,193142
0,3,3,32,202138
0,0,0,33,138866
0,1,1,33,183402
0,2,2,33,187416
0,3,3,33,193403
0,0,0,34,135960
0,1,1,34,192062
0,2,2,34,192065
0,3,3,34,192062
0,0,0,35,123050
0,1,1,35,193923
0,2,2,35,193929
0,3,3,35,193923
0,0,0,36,159298
0,1,1,36,191673
0,2,2,36,181679
0,3,3,36,191675
0,0,0,37,58160
0,1,1,37,190620
0,2,2,37,186634
0,3,3,37,182621
0,0,0,38,46352
0,1,1,38,185215
0,2,2,38,181220
0,3,3,38,189218
0,0,0,39,122946
0,1,1,39,198423
0,2,2,39,199429
0,3,3,39,188428
0,0,0,40,168248
0,1,1,40,189537
0,2,2,40,198551
0,3,3,40,193544
0,0,0,41,128815
0,1,1,41,189651
0,2,2,41,189660
0,3,3,41,188654
0,0,0,42,1048699
0,1,1,42,179707
0,2,2,42,192721
0,3,3,42,184710
0,0,0,43,157556
0,1,1,43,182831
0,2,2,43,191836
0,3,3,43,187831
0,0,0,44,25159
0,1,1,44,193471
0,2,2,44,193479
0,3,3,44,193472
0,0,0,45,1060471
0,1,1,45,201443
0,2,2,45,200452
0,3,3,45,202439
0,0,0,46,98882
0,1,1,46,182781
0,2,2,46,181788
0,3,3,46,182781
0,0,0,47,37955
0,1,1,47,191278
0,2,2,47,194291
0,3,3,47,191279
0,0,0,48,1045336
0,1,1,48,192411
0,2,2,48,192417
0,3,3,48,192412
0,0,0,49,1045834
0,1,1,49,183892
0,2,2,49,179892
0,3,3,49,175890
0,0,0,50,1060767
0,1,1,50,189864
0,2,2,50,184869
0,3,3,50,181867
0,0,0,51,1058904
0,1,1,51,180918
0,2,2,51,176923
0,3,3,51,172920
0,0,0,52,1054834
0,1,1,52,186812
0,2,2,52,182816
0,3,3,52,182811
0,0,0,53,165318
0,1,1,53,182799
0,2,2,53,182804
0,3,3,53,182799
0,0,0,54,33354
0,1,1,54,199262
0,2,2,54,199268
0,3,3,54,199262
0,0,0,55,165924
0,1,1,55,188807
0,2,2,55,188817
0,3,3,55,188808
0,0,0,56,195618
0,1,1,56,187138
0,2,2,56,194144
0,3,3,56,187137
0,0,0,57,1044393
0,1,1,57,195937
0,2,2,57,190951
0,3,3,57,187942
0,0,0,58,62446
0,1,1,58,190362
0,2,2,58,180366
0,3,3,58,182364
0,0,0,59,169629
0,1,1,59,191738
0,2,2,59,181739
0,3,3,59,191737
0,0,0,60,150370
0,1,1,60,194237
0,2,2,60,194240
0,3,3,60,194235
0,0,0,61,1056659
0,1,1,61,190675
0,2,2,61,190687
0,3,3,61,190671
0,0,0,62,44331
0,1,1,62,182820
0,2,2,62,181823
0,3,3,62,182826
0,0,0,63,97768
0,1,1,63,192936
0,2,2,63,189948
0,3,3,63,192938
0,0,0,64,167653
0,1,1,64,204053
0,2,2,64,200057
0,3,3,64,196053
0,0,0,65,1068591
0,1,1,65,194594
0,2,2,65,181610
0,3,3,65,189598
0,0,0,66,47505
0,1,1,66,182826
0,2,2,66,182837
0,3,3,66,182828
0,0,0,67,133115
0,1,1,67,197177
0,2,2,67,186189
0,3,3,67,197178
0,0,0,68,1054134
0,1,1,68,190641
0,2,2,68,190648
0,3,3,68,190644
0,0,0,69,44267
0,1,1,69,182327
0,2,2,69,182330
0,3,3,69,182325
0,0,0,70,163480
0,1,1,70,196616
0,2,2,70,192628
0,3,3,70,188618
0,0,0,71,135745
0,1,1,71,194458
0,2,2,71,192471
0,3,3,71,194461
0,0,0,72,1081426
0,1,1,72,196091
0,2,2,72,184097
0,3,3,72,199093
0,0,0,73,35445
0,1,1,73,182486
0,2,2,73,182497
0,3,3,73,182489
0,0,0,74,155677
0,1,1,74,197579
0,2,2,74,186584
0,3,3,74,197582
0,0,0,75,1054908
0,1,1,75,191954
0,2,2,75,193967
0,3,3,75,191958
0,0,0,76,132309
0,1,1,76,182840
0,2,2,76,182844
0,3,3,76,182841
0,0,0,77,108957
0,1,1,77,193746
0,2,2,77,189751
0,3,3,77,185749
0,0,0,78,29260
0,1,1,78,187484
0,2,2,78,181490
0,3,3,78,187485
0,0,0,79,145471
0,1,1,79,188547
0,2,2,79,190555
0,3,3,79,188550
0,0,0,80,159638
0,1,1,80,193424
0,2,2,80,194434
0,3,3,80,193423
0,0,0,81,1052034
0,1,1,81,189606
0,2,2,81,181609
0,3,3,81,189606
0,0,0,82,136947
0,1,1,82,182376
0,2,2,82,182376
0,3,3,82,182388
0,0,0,83,47119
0,1,1,83,198830
0,2,2,83,191831
0,3,3,83,190840
0,0,0,84,136296
0,1,1,84,192268
0,2,2,84,192272
0,3,3,84,192272
0,0,0,85,138737
0,1,1,85,194190
0,2,2,85,194200
0,3,3,85,194192
0,0,0,86,1058396
0,1,1,86,193887
0,2,2,86,193889
0,3,3,86,193890
0,0,0,87,48109
0,1,1,87,182313
0,2,2,87,182308
0,3,3,87,182312
0,0,0,88,1050506
0,1,1,88,199146
0,2,2,88,199137
0,3,3,88,199140
0,0,0,89,47790
0,1,1,89,173457
0,2,2,89,182444
0,3,3,89,191447
0,0,0,90,157500
0,1,1,90,188814
0,2,2,90,193810
0,3,3,90,192813
0,0,0,91,1070505
0,1,1,91,189560
0,2,2,91,190549
0,3,3,91,191553
0,0,0,92,1057847
0,1,1,92,182861
0,2,2,92,182857
0,3,3,92,182860
0,0,0,93,1052288
0,1,1,93,182820
0,2,2,93,182822
0,3,3,93,182822
0,0,0,94,118458
0,1,1,94,182345
0,2,2,94,182339
0,3,3,94,182343
0,0,0,95,183806
0,1,1,95,193887
0,2,2,95,193874
0,3,3,95,192878
0,0,0,96,45579
0,1,1,96,192242
0,2,2,96,181238
0,3,3,96,192241
0,0,0,97,1054795
0,1,1,97,191507
0,2,2,97,187504
0,3,3,97,183507
0,0,0,98,87052
0,1,1,98,182522
0,2,2,98,182520
0,3,3,98,181523
0,0,0,99,116509
0,1,1,99,191091
0,2,2,99,194078
0,3,3,99,191081
