node_id,local_rank,rank,iteration,time_usec
0,0,0,62,133296
0,1,1,62,190793
0,2,2,62,182787
0,3,3,62,190789
0,0,0,63,30347
0,1,1,63,194573
0,2,2,63,194562
0,3,3,63,194564
0,0,0,64,1074681
0,1,1,64,189657
0,2,2,64,181650
0,3,3,64,189652
0,0,0,65,57069
0,1,1,65,182797
0,2,2,65,182786
0,3,3,65,182784
0,0,0,66,134273
0,1,1,66,196759
0,2,2,66,190749
0,3,3,66,196749
0,0,0,67,1059902
0,1,1,67,191880
0,2,2,67,187879
0,3,3,67,183882
0,0,0,68,1046283
0,1,1,68,183802
0,2,2,68,192802
0,3,3,68,188812
0,0,0,69,1064036
0,1,1,69,182338
0,2,2,69,182336
0,3,3,69,182348
0,0,0,70,171375
0,1,1,70,181117
0,2,2,70,182116
0,3,3,70,181128
0,0,0,71,53959
0,1,1,71,182618
0,2,2,71,181616
0,3,3,71,182621
0,0,0,72,169466
0,1,1,72,182586
0,2,2,72,194583
0,3,3,72,182594
0,0,0,73,152869
0,1,1,73,192205
0,2,2,73,192206
0,3,3,73,193217
0,0,0,74,1061013
0,1,1,74,193938
0,2,2,74,189936
0,3,3,74,185948
0,0,0,75,179092
0,1,1,75,171736
0,2,2,75,193738
0,3,3,75,189748
0,0,0,76,29122
0,1,1,76,182787
0,2,2,76,187788
0,3,3,76,187790
0,0,0,77,1063964
0,1,1,77,186887
0,2,2,77,187881
0,3,3,77,188888
0,0,0,78,34655
0,1,1,78,182742
0,2,2,78,182740
0,3,3,78,182752
0,0,0,79,3058185
0,1,1,79,197093
0,2,2,79,186091
0,3,3,79,197097
0,0,0,80,47937
0,1,1,80,182717
0,2,2,80,182716
0,3,3,80,182728
0,0,0,81,1060405
0,1,1,81,197342
0,2,2,81,184348
0,3,3,81,197351
0,0,0,82,1058308
0,1,1,82,173757
0,2,2,82,182756
0,3,3,82,191757
0,0,0,83,178620
0,1,1,83,192280
0,2,2,83,189287
0,3,3,83,185278
0,0,0,84,130869
0,1,1,84,194198
0,2,2,84,194206
0,3,3,84,194197
0,0,0,85,44164
0,1,1,85,190305
0,2,2,85,181306
0,3,3,85,190299
0,0,0,86,1040455
0,1,1,86,192516
0,2,2,86,194515
0,3,3,86,193512
0,0,0,87,63093
0,1,1,87,182877
0,2,2,87,182878
0,3,3,87,182875
0,0,0,88,153568
0,1,1,88,197243
0,2,2,88,197251
0,3,3,88,197242
0,0,0,89,137204
0,1,1,89,196652
0,2,2,89,179655
0,3,3,89,188652
0,0,0,90,1069944
0,1,1,90,189985
0,2,2,90,189993
0,3,3,90,205985
0,0,0,91,139313
0,1,1,91,181853
0,2,2,91,182861
0,3,3,91,182852
0,0,0,92,51772
0,1,1,92,197711
0,2,2,92,186712
0,3,3,92,197709
0,0,0,93,1058511
0,1,1,93,194547
0,2,2,93,194548
0,3,3,93,194545
0,0,0,94,1055789
0,1,1,94,182847
0,2,2,94,182849
0,3,3,94,182847
0,0,0,95,150436
0,1,1,95,182866
0,2,2,95,182875
0,3,3,95,182866
0,0,0,96,130388
0,1,1,96,195424
0,2,2,96,191432
0,3,3,96,200423
0,0,0,97,29532
0,1,1,97,193757
0,2,2,97,181765
0,3,3,97,181758
0,0,0,98,1057327
0,1,1,98,187398
0,2,2,98,188406
0,3,3,98,187397
0,0,0,99,52014
0,1,1,99,182888
0,2,2,99,182887
0,3,3,99,182887
